review_id,platform,rating,text,true_label
pnY7nrqLoPprcsSfQl1wWg_y_18,yelp,1,"We bought a 1 adult, 2 children Kayak Tour in Nov 2018. Total cost: $427 + separately $59/a and $46/c for the ferry tickets to get to the meeting point where the tour departs.

This trip was confirmed while we were on the road, booked one day prior to our arrival.
We made several phone calls to the hotline and asked questions about the itinerary.  Due to the high cost, we were on the fans to proceed. After calling to get as much details as we could over 2 different days and speaking with employees on the phone, we were led to believe we would not be able to see the painted caves unless we go with a tour like them or unless
1. we are guides ourselves who know the area well or 
2. we are very experienced class 4 white water rafters. 

We are competent kayakers who have kayaked in different parts of the world, but we're neither the above so reasons they gave us tipped our decision to buy the tour.
 
Although we lucked out on the nice weather and the guide was good, we were extremely disappointed because

1. we did not see the Painted Caves 
2. we did not spend 4 hrs kayaking 
3. Poor logistical setup and management

The ferry arrived on time and between waiting for our group of kayakers to gather and walking inland toward the Basecamp where equipment were, it took almost 20mins. I began to worry as I vaguely recalled the confirmation email indicated 10.30am tour begin, which is 15-30 mins after the ferry arrived.  We had not even suited up yet.

There was a meeting to split up the big group then an equipment briefing by our assigned guide.

After spending time suiting up, locking our stuff, we walked back towards the coast where the kayaks are. A 2nd meeting followed with an intro of everyone, safety briefing and kayak operations.  

No designated launch point/ ramp. 
The beach could be seen from the storage point but it's awkward and quite a distance to walk the kayaks over the soft sandy and rocky beach (and carry back after tour ends). I consider myself fit but there's no way I could carry the heavy double kayak by myself and with someone helping, I needed to pause multiple times which was when the guide and a kind customer offered to take over. Since this is a commercial outfitter, I would expect the business to have a roller cart to assist in the transport to minimize time and improve efficiency.

By the time we hit water, it was past noon.
After another round of water drills, we finally started the tour. Actual time spent on visiting the caves was less than 2 hrs.  

We spent a huge chunk of time running through briefings and logistics. We were grouped in a team with level ""3"" experience which is above average, meaning no one was inexperienced. I'd done a lot of kayaking and this was the longest ever prep time to get in the water - especially for only a small group of only 7. (I was in a kayak expedition with 40+, our prep time totaled less than 20mins). If it was summer, I would have melted in my wetsuits and PFD.
  
The problem:
I understand the importance of safety briefings but the Basecamp was such a long walk away which was a complete waste of precious time that could be spent on water. Note the walk is not far, it is just out of the way of the coastal activities and wasted relative to the limited time we had.  It does not matter if you are able-bodied military guys - as there is no way to cut down those time with the distance between the 4 points: ferry drop off, Basecamp, Kayak storage, launch point. Perhaps they had limitations by the Island regulations where to build their sheds but when we bought the tour, we were led to believe it was a 4-hour tour on water, not hour plus of walking around from point to point plus briefings. 

Essentially, I felt we paid $427 for a 2-hr guided tour.  There had been no breakdown of the itinerary on how the whole ""trip"" will be like. I felt short changed.

Half way through, we learnt from our guide that we weren't going to see the painted caves.I was shocked. My first reaction was perhaps weather conditions around those caves or the experience level of our group is a limiting factor. Then, he explained Painted caves are on the other far end of the island and only conducted during summer. I was crushed and now felt totally cheated.During the tour, another family shared with me they were also surprised when the guide mentioned we weren't going to the painted caves.

The caves the guide showed us were nice but we bought the tour to see the painted caves.  Yes, I wish we had more time to research and read every fine print on their website on my phone but we'd based our decision on the information given to us by the reps who knew we wanted to see the painted caves.  

The manager, Kim, followed up insisted we had great weather and saw nice caves. She missed the point. Had we known what we were going to get, I would not have paid $578 for a 2-hour kayak tour. We were misled and they were not picking up the responsibility of false and inaccurate information relayed.",None
ChIJbUUBUgLCwoARH6c-K5HC84k_g_4,google,5,"Update: Have taken this so many times since my initial review and love this trail. This was initially to create a video for Mari Copeny aka LittleMissFlint for her 17th birthday.

Once you realize the path begins behind the sign, enjoy the path that winds through a community and offers amazing outdoor feel to Cherry Canyon.",None
ChIJ512buqS6woAReLLWQupEX2A_g_2,google,3,Was there when it was cold and windy. Lots of sand flying around. Not the atmosphere that u see on videos from YouTube when it's nice outside.,None
zNlJxBcmLPooXY9N2iH_6w_y_105,yelp,3,"Also called Hendry's beach this is a beautiful and flat beach, great for taking a stroll. I was looking for a new walking beach and a few years ago an employee at Lazy Acres market up the street highly recommended this beach which less than 5 minutes away from the market. 

Pros:  Free Parking and beautiful. 
There is free parking which is a plus and the parking lot is decently sized, I've never had a problem finding parking.  This beach is located just below the Douglas Family Preserve which is a beautiful and serene preserve of land with large Eucalyptus trees on a cliff overlooking the ocean with a dirt walking path that is opened to the public.

Cons: Occasional and unpredictable dog poop and tar.
So I do love this beach, and was ecstatic the first few times I visited, but there are some downsides to the beach.  First off if you have a dog this is a great place to walk them, there is one section of the beach for unleashed dogs and one for leashed dogs.  The downside is some owners let their furry friends poop in the water or even right on the sand without picking up after them which is just disgusting.  My husband evidenced both incidents on our last visit and dodging dog poop while walking and trying to enjoy made me never want to return.  I love to go barefoot when I walk on the beach and I shudder to think about stepping in dog crap or its remains, and frankly its the last thing I want to think about when walking on the beach.  Another downside but somewhat inevitable as most of the SB beaches have tar.  We spent literally 20-30 minutes removing each others tar from our feet after a less than hour visit to this beach.  I guess the simple solution would be to wear shoes here, but in my opinion that defeats the purpose of getting your toes in the water if you are going to the beach.",None
x7KhSb6u5PymD25iiz8-gg_y_66,yelp,5,"RUNNIN' WITH BUTTERFLIES!

A pasture, as far as the eye can visualize, the eco-richly filled with lush green grass, and butterflies flutter here and there. That's what I envision when I think about butterflies. The Monarch is the only butterfly known to make a two-way migration like birds and November through February is the time of year the Monarch butterflies migrate to Goleta. 

Free admittance, but the City of Goleta accepts donations to support the Monarch Butterfly Docent Program are welcomed. Open from sunset to sunrise, the 9.3-acre preserve includes Devereux Creek, woodlands and meadows as well as trails, an outdoor gathering area and classroom.
 
The grove is shaded with blue gum eucalyptus trees, the same place the Monarchs have returned to every year since the early 1900's. The number of butterflies visitors will see vary from year to year, ranging 20,000 to 500,000 and flutter around in the warmth of the sun.

If you're so inclined, after walking through the preserve, follow the trail to the buffs and enjoy the view of the Ocean. Better yet, head down the bluff and take a walk along the beach. If you like walking barefoot on the beach, be warned, there is tar on this beach, which is not so easy to get off. The upside, if you get tar on your clothes, WD40 is a removing agent, which may ruin some fabrics.",None
ChIJu-fN2lihwoARst1A0A24cJo_g_4,google,5,"Such a good place in LA! A lot of surfers here! The waves are not very strong, so very suitable for fun surfing. I would really want to have a surf board since I came here. Will come back again!",Moderate
ChIJ91O-YcvqwoARppZcWX8bmco_g_0,google,2,"This trail has seen better days. It's a pretty steep incline in a lot of areas where the trail has eroded away. The ruins of stairs and guide rails show where a safer trail used to be. The paths are pretty narrow at points, maybe down to 2ft wide. I didn't have any issue going up, but it's a workout. Coming down I lost my footing a few times in steeper areas. I didn't have gear but would recommend trekking poles and shoes with good traction. Zero shelter from trees so be sure to have water and sunscreen. The views are stunning. Id prob skip this one and opt for trails that are better kept.",None
ChIJS71dqxsB3IARymI0He1eRg4_g_3,google,5,Dirt hiking trail on the west and paved bike trail on the east.,None
ChIJgafyQNkO6YAR3uTz8LBUZ1A_y_17,yelp,4,"Don't walk your dogs off leash here, they often will ticket you and it's silly how expensive that ticket is. Other than that, great beach!

In the Summer you will never find a parking space here as it becomes total tourist central. Can you blame them though? Carpinteria has the best weather in the summer, the most delicious burgers at The Spot, local tunes and brews at Island Brewing Co right on the train tracks, the Snow Cone trailer, volleyball courts, the platforms you can swim out to, dolphins leaping through the waves, and awesome shopping down Linden Ave. It's beach town heaven!

During the months that aren't flooded with people camping at the campgrounds and natural day trip tourists, I tend to visit Tower 3 & 4 most often because the parking lots are most empty and the beaches have more shells from the lack of people walking over that way. The waves are always small and the sand always feels great between your toes.

Because there is a tar pit so close by you will most likely get little speckles of tar on the bottoms of your feet at this beach. It's totally worth it thought and so easy to get off with oil. So walk the beach, play some volleyball, layout and tan, and view the beautiful lowkey waves while watching for dolphins riding into the unforgettable sunsets that occur here.",High
ChIJYdpmzQPp3IARxF6AJFc7nRs_g_4,google,4,"Beautiful park, in the morning i seen people enjoying a noce walk and exercise runs, but a couple transient guys hanging around not so good. But beautiful park has restroom and plenty of space",None
DboqYyH-S8pV6WxaF9Plow_y_54,yelp,5,Had the best time biking around the beautiful Santa Barbara today. Only made better with the huge help of NATE. He got us all set up with our bikes and even recommended a great route for us. Thank you Nate!!!!,None
6JFTijOMHB46yBoyVOjPCA_y_224,yelp,5,"Bring a sweatshirt, as the tile and open space make this building always freezing cold on the hottest of days. A must see if visiting Santa Barbara. There are no words to describe the garden and old-Spanish architecture style of this historical site. I recommend all to stop on by.",None
DboqYyH-S8pV6WxaF9Plow_y_50,yelp,5,"Signed up for the electric bike tour, had a phenomenal time. Nate was the tour guide- 10/10. He did a great job. If you want to see a whole lot of Santa Barbara but aren't sure where to start, or don't want to spend more time than necessary researching, this is your place. The ebike tour covered quite a bit of ground. Would absolutely book again and am very much looking forward to the next trip.",None
ecapYwbEvmKHKAfsGA4tow_y_29,yelp,4,"This is a tough place to review because many of the negative reviews are based on the reality that this place is cramped, although based on our stay & observations several reviewers go way beyond reality to stereotypical Yelper hysteria.  The good and the bad ...

GOOD
* Location ... location, location, location!  This park is very central to downtown Santa Barbara.  I thought the surrounding area was fine, not fancy but never did we feel unsafe.
* Clean ... my experience at all time of the day was that the bathrooms and park in general were very clean
* Booking & check in ... booking online was easy, and they had our packet ready for us even though we arrived after hours.  They also communicated by email several times before and after our trip.  The website needs to say that there are no fires however
* Price ... look, its hard to say that $60 to $70 is a good price.  But most private RV parks are in that range, although yes most are more spacious.  You have to take into account this is Santa Barbara -- one of the most expensive places in an expensive state.  Check out motel prices in the area and the bottom line is that $60 was a big savings for us versus any other option on a holiday weekend.

BAD
* Location ... yes it's central but its directly adjacent to US-101.  There is a constant noise of traffic.  We were in an RV and we could not hear it at all inside.  That being said, if you are in an RV and want to leave the windows open all night ... or have a trailer/camper that will be open air, you need to understand that it is not a serene environment
* Cramped quarters ... I've posted some pictures but these are probably the smallest spaces I've ever parked in.  There's not a lot of privacy at any RV park but this is a whole new level.  In my view spots 7 & 8 are terrible ... they are awash in unshielded lights from the bathrooms all night long and are so close to the also unshielded bathroom doors.  Personally I think spaces 6, 7, 8, 15, 16 & 17 should be discounted very heavily.
* Hookups ... the cramped spaces lead to some very strange placement of hookups.  In some cases the sewer line is in downright odd or practically unusable spots.  

SUMMARY

I give this place four stars based on them working within the constraints. They really need to consider how to create some privacy around the bathrooms.  But I admit this is not a place I'd want to stay for an extended period of time or for an entire vacation.  If you are looking for a week's vacation in a beach destination, a two star review is reasonable based on the overly tight spaces & highway sound.",None
ChIJY26eL66dwoAR-NwdtyUYskw_g_0,google,5,Nice little gem tucked away in residential neighborhood! Not crowded at all in fact you might have it all to yourself!,Low
ChIJAc4GkW3d3IARQqTH6WdY6-I_g_4,google,4,"A well kept park on a very nice part of Irvine. Was there to watch a youth soccer game. The parking is kinda small, and I didn't see alot of places to eat nearby. Otherwise it was nice.",None
ChIJpTtKpPhP2YARp_W4rRfP52Q_g_4,google,4,"Absolutely love this park.
If you take your dog to the dog park section, please pick up after yourself. It’s horrible how much dog poop is there with no one picking up after themselves. Can’t even let your dog play with other dogs due to how much poop is there.",None
ChIJyVslax4Z6IAR6Vf5t-sGw0E_g_1,google,5,"This is the most fascinating, intimate beach I've ever been to. It is private access, and I went with a friend, Arnie, who lives in the neighborhood above the cliffs, as well as with Nick, the friend I was staying with in Culver City. Not crowded at all. Only about 25 people on the whole beach, since the access is private. As you can see from the entry pic, you ain't getting in from the land access. You'll have to walk on the beach from a public access to get to use it. It was my first experience with the Pacific ocean, as well as my first time in California. I lost my footing once I got waist deep and the surf rolled me back up onto the beach like a fat, wet burrito. Even with that, the 20 minutes i spent on this beach will always be one of my fondest memories.",Low
d0snTgOBza5HkJbKca6owA_y_2,yelp,5,"I never get tired of visiting this tree.  A city historical landmark, this tree is almost 300 years old. It's is so huge, it could no longer hold its branches up and they are down on the ground and the branches are larger than the trunks of most trees.  There are other beautiful trees on the property, but the Portola Sycamore is special.  And yes, you can climb the tree at your own risk.  This is one of those types of places my Dad would take us to when I was a kid and I'd wonder what all the fuss was about.  Go and take your kids and force them to look at the tree until they appreciate it as much as I do.  They'll thank you one day.",None
6JFTijOMHB46yBoyVOjPCA_y_125,yelp,5,"One of the big cultural highlights to any Santa Barbara trip. The old courthouse has outstanding, unique architecture that gives the city some real character. You can roam around the interior gardens and the outdoor collonades. There are free, guided tours that I highly recommend. You can also climb to the top of the bell tower to get some spectacular views of the city. Easily walkable from the main shopping district.",None
ChIJT4AoXEWsxIARjG8myx9w6Oo_g_4,google,5,"Great set of three group campsites nestled next to the ski slippers of Snow Valley. Great place to bring a group for a weekend of hiking, mountain biking and rock climbing.",None
X1AeiWVqWjIqBdjOuUAJuw_y_0,yelp,5,Took my wife here today really really fun place to go the gentleman behind the counter even suggested a more affordable package so that we can get more for our dollar.,None
ChIJ5Tl4-cTY2oARCl3I3atEUE0_g_2,google,5,"Reached the trailhead at 3:45pm on a Sunday in February. Easy to find parking. Did the ""Warren Peak via Black Rock Trail and Panorama Loop"" hike from allTrails. It came to 8 miles total with 1800 feet elevation gain and took me around 2h40m. I did the Panorama Loop counter clockwise and got to Warren Peak just 5 minutes before sunset. Definitely recommend it as a good sunset spot and also that you should carry a headlamp for getting back to the car from there in the dark. Trail is easy to follow. For Warren Peak, you need to climb 500 feet straight up in 0.7 miles, and even the high point of Panorama Loop is a decent climb to get to, so please carry plenty of water if attempting this in hot weather. Great views from both summits.",None
ChIJbdd12c7FwoARv7K19tGDVaU_g_0,google,4,"This is an urban oasis in that it is in the heart of LA, but is a open space park with steep hills, a few trails and affords some amazing views of downtown LA and nearby Highland Park and community. No amenities to speak of. (Didn’t see bathrooms). Others seem to be coming to get the steep climb exercise. Today it is super green with some native shrubs blooming",None
ChIJ9bu-T2496IAR3LL8EdP0Vug_g_1,google,5,"Super cute beach.  Very lowkey, and definitely has a private beach feel.  Enough sand to lay out a blanket, and chair, and relax.  Lots of seaweed gets tossed up & not reclaimed by the Ocean...but nothing intolerable. Tide pools on either end (very cool🤓) and rocky areas on either side, so be careful swimming (maybe use water shoes to be safe if swimming near the rocky ends).  Per usual in California, the water is FREEZING.  However it is very clean & was pleasant to dip my feet in while strolling along the edge of the ocean.  If you do swim, the waves are STRONG & powerful & it looks like rip currents are running thru. Also there is no lifeguard stand, so be safe & careful 🌊

Meanwhile, a lot of people have described the hill & stairs that bring you from the bluff to the beach, but I dropped in pictures so you can really see. Its not far at all.  However, you definitely want to put on hiking sandals/shoes or sneakers to walk down & back up.  Its not terrible tho...just, please avoid any slide type shoes/sandals.  Also if you have any knee or mobility issues, grab a hiking/walking stick to support you, and you'll be good!  The stairs & rail are sturdy, they just look intimidating.  Go slow, you'll be fine😊

As everyone has stated, parking is very interesting.  There's a tiny lot at the top of the bluff ($10/day) - otherwise you have to find parking along the PCH, then walk back to the park entrance.  (Watch for the ""don't park"" Signs!)

This was a great visit & definitely has been added to my list of fave Malibu beaches.  I can see myself coming here even after summer is over, just to sit, and write & meditate.  Zuma & Point Dume were my go-to's prior.  Super happy to have another to add to that list. 🙌🏾🥳

🚨Ps if you're preggers, if you drove to Malibu & drank your bodyweight in caffeine otw, or if you just in general have a finicky bladder, pick another beach - unless you're cool w/sprinting up 50-ish stairs + a quarter mile 75° incline + another 200 meters to get to the porta-potty🚻😬🥹 ...there are not any down on the beach.",None
ChIJgweg3rrm3IARnW8r6EqFlKc_g_1,google,5,Pretty cool place to visit during a super low tide. We came here just to check out the tide pools and they were really neat. We parked at the far right side parking lot and then walked from there downstairs to the other end and back. It was an easy walk and the views were really nice. The little walking path was also an easy walk and they have restrooms at each parking lot. For a little weekend day trip it was perfect. Next time we will pack a lunch and find a place to relax and eat. I would definitely recommend coming here on a low tide day. We will also come check it out in the summer because it was a really nice beach.,None
YbnJYHNp_fHbI-hcFg48vQ_y_64,yelp,5,"SB Adventure Company is in a class all its own. The only problem you face is deciding which adventure to choose as there are so many exciting options. 

We went with the wine tour by bike and we couldn't have been happier. The guides were very knowledgable about the area informing us on the drive up to the wineries about the unique geography of the Santa Ynez Valley...this was all new and exciting information to me...and I've lived in California my whole life. 

We stopped at 3 wineries and they were all beautiful. The bike ride in between was a great chance to view the scenery and get some fresh air. The ride was not strenuous and was actually very relaxing. The guides took very good care of us and provided us with fresh snacks and a generous deli spread for lunch. 

This experience definintely made me want to come back to the area and experience another one of SB Adventure Company's unique trips. We didn't want the experience to end! After we were all done, it felt as though we had known the 2 guides (Ryan and Joe) from way back and felt as though we had just gone on a trip with a couple buddies. 

A definite must do!",None
3cOuWVd6SQKLhIBBwU_EVg_y_2,yelp,4,"Rincon had waves and we enjoyed them for what they where at 2 to 3' iregular shape . We paddled alot which means we  surfed alot with long  100 yard rides.  Long rides= long paddling back out. After over a dozen rides it's time for my coffee so we proceed to get some.
Winter has been so bad that Rincon did not go off when it's typical to do so. So I can say that Rincon made my very happy today . 
Aloha",None
ChIJK71LWw6q3oARewR-TecYfhE_g_1,google,5,"It was an awesome beach with surfing going on. And a lot of stuff to do. Saw beautiful parrots, shopping,, and eating as well. My favorite beach this trip.",None
0eDtbcIiQYE4Ks3Zcd-NtA_y_7,yelp,4,"Curious as to why this listing refers only to the plaza here at Chase Palm Park when it could just as well refer to the entire park (or when there could be a separate listing for the creek/pond behind the plaza).

As for the plaza itself, it's a nice, circular, amphitheatre-like venue with benches and walls around the circumference where folks can sit. The plaza gradually descends into a grassy lawn in the middle, complete with a decorative fountain. It can easily be used for public concerts and gatherings or private events and receptions. Indeed, there's a villa towards one side of the plaza that folks can rent for events.

Behind this villa is a beautiful creekside oasis, complete with footbridge for those event photo-ops. The park then extends further into a playground (covered separately here on Yelp). From end to end, it's a pleasant 10 minute walk. A space well worth exploring if you're not solely into the beaches here in Santa Barbara.",None
-6L_z3ftD1iepJb0FfJghw_y_75,yelp,5,"I had such a great time from beginning to the end! The process of booking online was very easy and clear. The boat ride to the island can be very adventurous and I recommend to bring extra warm or waterproof clothes. The kayaking guide I got was Dave, he was very attentive, try to respect each person in our group as well as other people enjoying the island. I also interacted some with Ben and another person (sorry I don't remember the name ) they were all very friendly, nice, knowledgeable and willing that the whole experience was just great. Thank you! I will definitely want to go back and try other type of tour.",None
ChIJgafyQNkO6YAR3uTz8LBUZ1A_y_21,yelp,5,"One of my favorite beaches in SB. County,  go a little north of the campground,  sand is always clean,  good for swimming it's always calm,but of course cold, kind of a locals beach , where ever we travel we fit right in with the locals,  cool restaurants on the main drag.",None
ChIJxZUVzldW2YARfTX-_5zcP9g_g_2,google,5,"We had a great time at the lake. The gentleman at the rental place was so kind! We rented a pontoon boat for an hour and just cruised around the lake before going on the hiking trails. Never knew there was so much to do here! You can rent pedal boats, kayaks, fishing boats too. Definitely a great way to spend a day when the beaches are overcast.",None
